route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id,wheelchair_accessible
"6-298-mjp-1","T0","15.T0.6-298-mjp-1.4.R","6-298-mjp-1.4.R","Sale","1","","1"
"6-298-mjp-1","T0","16.T0.6-298-mjp-1.4.R","6-298-mjp-1.4.R","Sale","1","","1"
"6-298-mjp-1","T0","17.T0.6-298-mjp-1.4.R","6-298-mjp-1.4.R","Sale","1","","1"
"6-298-mjp-1","T0","18.T0.6-298-mjp-1.4.R","6-298-mjp-1.4.R","Sale","1","","1"
"6-298-mjp-1","T0","2.T0.6-298-mjp-1.2.H","6-298-mjp-1.2.H","Gippsland Regional Sport Complex","0","","1"
"6-298-mjp-1","T2","2.T2.6-298-mjp-1.2.H","6-298-mjp-1.2.H","Gippsland Regional Sport Complex","0","","1"
"6-298-mjp-1","T0","3.T0.6-298-mjp-1.2.H","6-298-mjp-1.2.H","Gippsland Regional Sport Complex","0","","1"
"6-298-mjp-1","T2","3.T2.6-298-mjp-1.2.H","6-298-mjp-1.2.H","Gippsland Regional Sport Complex","0","","1"
"6-298-mjp-1","T0","4.T0.6-298-mjp-1.2.H","6-298-mjp-1.2.H","Gippsland Regional Sport Complex","0","","1"
"6-298-mjp-1","T2","4.T2.6-298-mjp-1.2.H","6-298-mjp-1.2.H","Gippsland Regional Sport Complex","0","","1"
"6-298-mjp-1","T0","5.T0.6-298-mjp-1.2.H","6-298-mjp-1.2.H","Gippsland Regional Sport Complex","0","","1"
"6-298-mjp-1","T2","5.T2.6-298-mjp-1.2.H","6-298-mjp-1.2.H","Gippsland Regional Sport Complex","0","","1"
"6-298-mjp-1","T0","6.T0.6-298-mjp-1.2.H","6-298-mjp-1.2.H","Gippsland Regional Sport Complex","0","","1"
"6-298-mjp-1","T2","6.T2.6-298-mjp-1.2.H","6-298-mjp-1.2.H","Gippsland Regional Sport Complex","0","","1"
"6-298-mjp-1","T0","7.T0.6-298-mjp-1.2.H","6-298-mjp-1.2.H","Gippsland Regional Sport Complex","0","","1"
"6-298-mjp-1","T2","7.T2.6-298-mjp-1.4.R","6-298-mjp-1.4.R","Sale","1","","1"
"6-298-mjp-1","T0","8.T0.6-298-mjp-1.2.H","6-298-mjp-1.2.H","Gippsland Regional Sport Complex","0","","1"
"6-298-mjp-1","T2","8.T2.6-298-mjp-1.4.R","6-298-mjp-1.4.R","Sale","1","","1"
"6-298-mjp-1","T0","9.T0.6-298-mjp-1.2.H","6-298-mjp-1.2.H","Gippsland Regional Sport Complex","0","","1"
"6-298-mjp-1","T2","9.T2.6-298-mjp-1.4.R","6-298-mjp-1.4.R","Sale","1","","1"
"6-40b-mjp-1","T0","1.T0.6-40b-mjp-1.1.H","6-40b-mjp-1.1.H","Merbein","0","","1"
"6-40b-mjp-1","T2","1.T2.6-40b-mjp-1.2.H","6-40b-mjp-1.2.H","Merbein","0","","1"
"6-40b-mjp-1","T3","1.T3.6-40b-mjp-1.2.H","6-40b-mjp-1.2.H","Merbein","0","","1"
"6-40b-mjp-1","T0","2.T0.6-40b-mjp-1.2.H","6-40b-mjp-1.2.H","Merbein","0","","1"
"6-40b-mjp-1","T2","2.T2.6-40b-mjp-1.3.R","6-40b-mjp-1.3.R","MilduraCity","1","","1"
"6-40b-mjp-1","T3","2.T3.6-40b-mjp-1.2.H","6-40b-mjp-1.2.H","Merbein","0","","1"
"6-40b-mjp-1","T0","3.T0.6-40b-mjp-1.2.H","6-40b-mjp-1.2.H","Merbein","0","","1"
"6-40b-mjp-1","T3","3.T3.6-40b-mjp-1.3.R","6-40b-mjp-1.3.R","MilduraCity","1","","1"
"6-40b-mjp-1","T0","4.T0.6-40b-mjp-1.2.H","6-40b-mjp-1.2.H","Merbein","0","","1"
"6-40b-mjp-1","T3","4.T3.6-40b-mjp-1.3.R","6-40b-mjp-1.3.R","MilduraCity","1","","1"
"6-40b-mjp-1","T0","5.T0.6-40b-mjp-1.3.R","6-40b-mjp-1.3.R","MilduraCity","1","","1"
"6-40b-mjp-1","T0","6.T0.6-40b-mjp-1.3.R","6-40b-mjp-1.3.R","MilduraCity","1","","1"
"6-40b-mjp-1","T0","7.T0.6-40b-mjp-1.3.R","6-40b-mjp-1.3.R","MilduraCity","1","","1"
"6-40b-mjp-1","T0","8.T0.6-40b-mjp-1.3.R","6-40b-mjp-1.3.R","MilduraCity","1","","1"
"6-40b-mjp-1","T0","9.T0.6-40b-mjp-1.3.R","6-40b-mjp-1.3.R","MilduraCity","1","","1"
"6-54n-mjp-2","T0_1","1.T0.6-54n-mjp-2.1.H","6-54n-mjp-2.1.H","Traralgon","0","","2"
"6-54n-mjp-2","T2_1","1.T2.6-54n-mjp-2.1.H","6-54n-mjp-2.1.H","Traralgon","0","","2"
"6-54n-mjp-2","T3_1","1.T3.6-54n-mjp-2.1.H","6-54n-mjp-2.1.H","Traralgon","0","","2"
"6-54n-mjp-2","UU_1","1.UU.6-54n-mjp-2.1.H","6-54n-mjp-2.1.H","Traralgon","0","","2"
"6-54n-mjp-2","T0_1","10.T0.6-54n-mjp-2.4.R","6-54n-mjp-2.4.R","Wonthaggi","1","","2"
"6-54n-mjp-2","T0_1","2.T0.6-54n-mjp-2.1.H","6-54n-mjp-2.1.H","Traralgon","0","","2"
"6-54n-mjp-2","T2_1","2.T2.6-54n-mjp-2.2.H","6-54n-mjp-2.2.H","Traralgon","0","","2"
"6-54n-mjp-2","T3_1","2.T3.6-54n-mjp-2.2.H","6-54n-mjp-2.2.H","Traralgon","0","","2"
"6-54n-mjp-2","UU_1","2.UU.6-54n-mjp-2.2.H","6-54n-mjp-2.2.H","Traralgon","0","","2"
"6-54n-mjp-2","T0_1","3.T0.6-54n-mjp-2.2.H","6-54n-mjp-2.2.H","Traralgon","0","","2"
"6-54n-mjp-2","T2_1","3.T2.6-54n-mjp-2.2.H","6-54n-mjp-2.2.H","Traralgon","0","","2"
"6-54n-mjp-2","T3_1","3.T3.6-54n-mjp-2.2.H","6-54n-mjp-2.2.H","Traralgon","0","","2"
"6-54n-mjp-2","UU_1","3.UU.6-54n-mjp-2.2.H","6-54n-mjp-2.2.H","Traralgon","0","","2"
"6-54n-mjp-2","T0_1","4.T0.6-54n-mjp-2.2.H","6-54n-mjp-2.2.H","Traralgon","0","","2"
